date,cases_recovered,cases_active,deaths_total,susceptible
19/11/2020,38695,52304,579,5551877
20/11/2020,40816,51966,614,5550059
21/11/2020,43188,51425,644,5548198
22/11/2020,45883,49687,671,5547214
23/11/2020,47933,47846,693,5546983
24/11/2020,50738,46046,709,5545962
25/11/2020,53547,45025,732,5544151
26/11/2020,56378,44130,749,5542198
27/11/2020,59285,43050,771,5540349
28/11/2020,62094,41741,798,5538822
29/11/2020,64197,40720,816,5537722
30/11/2020,66041,39049,839,5537526
1/12/2020,68859,37456,868,5536272
2/12/2020,71738,36590,898,5534229
3/12/2020,74273,36005,930,5532247
4/12/2020,77142,35293,957,5530063
5/12/2020,79956,34525,981,5527993
6/12/2020,82666,33069,996,5526724
7/12/2020,84850,31415,1018,5526172
8/12/2020,87433,30753,1046,5524223
9/12/2020,89769,30943,1084,5521659
10/12/2020,91455,32362,1104,5518534
11/12/2020,93533,32432,1122,5516368
12/12/2020,95416,34230,1148,5512661
13/12/2020,97068,34741,1175,5510471
14/12/2020,98585,33699,1205,5509966
15/12/2020,100303,33969,1251,5507932
16/12/2020,101584,36195,1309,5504367
17/12/2020,102737,38018,1378,5501322
18/12/2020,104560,40124,1440,5497331
19/12/2020,106361,41404,1510,5494180
20/12/2020,107828,41953,1555,5492119
21/12/2020,109807,41130,1618,5490900
22/12/2020,110565,43035,1618,5488237
23/12/2020,112627,44592,1686,5484550
24/12/2020,114267,45563,1732,5481893
25/12/2020,115663,48213,1732,5477847
26/12/2020,116948,47969,1732,5476806
27/12/2020,119086,46664,1773,5475932
28/12/2020,120410,45803,1879,5475363
29/12/2020,121760,46444,1983,5473268
30/12/2020,124427,46736,2065,5470227
31/12/2020,125971,51434,2138,5463912
1/1/2021,127190,55068,2250,5458947
2/1/2021,128285,55709,2250,5457211
3/1/2021,129994,55152,2317,5455992
4/1/2021,130897,54681,2521,5455356
5/1/2021,132852,55633,2603,5452367
6/1/2021,135760,57630,2657,5447408
7/1/2021,138383,57084,2717,5445271
8/1/2021,141490,56886,2788,5442291
9/1/2021,144612,57788,2836,5438219
10/1/2021,147275,58016,2918,5435246
11/1/2021,150239,55823,3007,5434386
12/1/2021,153755,54622,3102,5431976
13/1/2021,157028,54864,3163,5428400
14/1/2021,160401,54317,3260,5425477
15/1/2021,163323,54022,3362,5422748
16/1/2021,166555,52780,3417,5420703
17/1/2021,168915,50936,3474,5420130
18/1/2021,171092,49767,3526,5419070
19/1/2021,173761,48896,3637,5417161
20/1/2021,176864,48177,3737,5414677
21/1/2021,181129,46312,3801,5412213
22/1/2021,183942,45191,3894,5410428
23/1/2021,186683,43923,3965,5408884
24/1/2021,189959,42449,4068,5406979
25/1/2021,193380,39579,4068,5406428
26/1/2021,197191,37166,4260,5404838
27/1/2021,202148,34883,4361,5402063
28/1/2021,205247,33769,4411,5400028
29/1/2021,208406,33107,4495,5397447
30/1/2021,212271,31354,4565,5395265
31/1/2021,216052,29219,4642,5393542
1/2/2021,218923,26723,4711,5393098
2/2/2021,222642,24668,4784,5391361
3/2/2021,226471,23466,4889,5388629
4/2/2021,230456,21471,4976,5386552
5/2/2021,234371,20112,5050,5383922
6/2/2021,238221,18418,5135,5381681
7/2/2021,241686,16441,5199,5380129
8/2/2021,245702,13110,5271,5379372
9/2/2021,248386,12039,5382,5377648
10/2/2021,251618,11866,5502,5374469
11/2/2021,253518,12326,5629,5371982
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
