t,beta1,r1,d1,gamma,sigma
28/3/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
29/3/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
30/3/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
31/3/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
1/4/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
2/4/2020,0.076116695,0.003500357,0.000513887,9.90E-05,0.05
3/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
4/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
5/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
6/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
7/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
8/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
9/4/2020,0.069821388,0.00305775,0.000305839,9.91E-05,0.05
10/4/2020,0.044656151,0.035816392,0.0011161,0.00010127,0.05
11/4/2020,0.044656151,0.035816392,0.0011161,0.00010127,0.05
12/4/2020,0.044656151,0.035816392,0.0011161,0.00010127,0.05
13/4/2020,0.044656151,0.035816392,0.0011161,0.00010127,0.05
14/4/2020,0.044656151,0.035816392,0.0011161,0.00010127,0.05
15/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
16/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
17/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
18/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
19/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
20/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
21/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
22/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
23/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
24/4/2020,0.056274516,0.026385162,0.001336422,0.000100754,0.05
25/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
26/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
27/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
28/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
29/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
30/4/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
1/5/2020,0.010011422,0.061647808,0.000752491,0.000100389,0.05
