t,beta1,r1,sigma
15/7/2020,0.025191137,0.012919499,0.05
16/7/2020,0.025191137,0.012919499,0.05
17/7/2020,0.025191137,0.012919499,0.05
18/7/2020,0.025191137,0.012919499,0.05
19/7/2020,0.025191137,0.012919499,0.05
20/7/2020,0.059377114,0.022097122,0.05
21/7/2020,0.059377114,0.022097122,0.05
22/7/2020,0.059377114,0.022097122,0.05
23/7/2020,0.059377114,0.022097122,0.05
24/7/2020,0.059377114,0.022097122,0.05
25/7/2020,0.059377114,0.022097122,0.05
26/7/2020,0.059377114,0.022097122,0.05
27/7/2020,0.049724889,0.039576765,0.05
28/7/2020,0.049724889,0.039576765,0.05
29/7/2020,0.049724889,0.039576765,0.05
30/7/2020,0.049724889,0.039576765,0.05
31/7/2020,0.049724889,0.039576765,0.05
1/8/2020,0.049724889,0.039576765,0.05
2/8/2020,0.049724889,0.039576765,0.05
3/8/2020,0.049724889,0.039576765,0.05
4/8/2020,0.049724889,0.039576765,0.05
5/8/2020,0.049724889,0.039576765,0.05
6/8/2020,0.055537794,0.018365277,0.05
7/8/2020,0.055537794,0.018365277,0.05
8/8/2020,0.055537794,0.018365277,0.05
9/8/2020,0.055537794,0.018365277,0.05
10/8/2020,0.055537794,0.018365277,0.05
11/8/2020,0.055537794,0.018365277,0.05
12/8/2020,0.055537794,0.018365277,0.05
13/8/2020,0.055537794,0.018365277,0.05
14/8/2020,0.055537794,0.018365277,0.05
15/8/2020,0.055537794,0.018365277,0.05
16/8/2020,0.055537794,0.018365277,0.05
17/8/2020,0.062205032,0.020406906,0.05
18/8/2020,0.062205032,0.020406906,0.05
19/8/2020,0.062205032,0.020406906,0.05
20/8/2020,0.062205032,0.020406906,0.05
21/8/2020,0.062205032,0.020406906,0.05
22/8/2020,0.062205032,0.020406906,0.05
23/8/2020,0.062205032,0.020406906,0.05
24/8/2020,0.062205032,0.020406906,0.05
25/8/2020,0.062205032,0.020406906,0.05
26/8/2020,0.062205032,0.020406906,0.05
27/8/2020,0.062205032,0.020406906,0.05
28/8/2020,0.062205032,0.020406906,0.05
29/8/2020,0.057665577,0.042280148,0.05
30/8/2020,0.057665577,0.042280148,0.05
31/8/2020,0.057665577,0.042280148,0.05
1/9/2020,0.057665577,0.042280148,0.05
2/9/2020,0.057665577,0.042280148,0.05
3/9/2020,0.057665577,0.042280148,0.05
4/9/2020,0.057665577,0.042280148,0.05
5/9/2020,0.057665577,0.042280148,0.05
6/9/2020,0.057665577,0.042280148,0.05
7/9/2020,0.080511722,0.021461859,0.05
8/9/2020,0.080511722,0.021461859,0.05
9/9/2020,0.080511722,0.021461859,0.05
10/9/2020,0.080511722,0.021461859,0.05
11/9/2020,0.080511722,0.021461859,0.05
12/9/2020,0.080511722,0.021461859,0.05
13/9/2020,0.080511722,0.021461859,0.05
14/9/2020,0.080511722,0.021461859,0.05
15/9/2020,0.080511722,0.021461859,0.05
16/9/2020,0.080511722,0.021461859,0.05
17/9/2020,0.080511722,0.021461859,0.05
18/9/2020,0.080511722,0.021461859,0.05
19/9/2020,0.080511722,0.021461859,0.05
20/9/2020,0.080511722,0.021461859,0.05
21/9/2020,0.080511722,0.021461859,0.05
22/9/2020,0.080511722,0.021461859,0.05
23/9/2020,0.080511722,0.021461859,0.05
24/9/2020,0.080511722,0.021461859,0.05
25/9/2020,0.080511722,0.021461859,0.05
26/9/2020,0.080511722,0.021461859,0.05
27/9/2020,0.080511722,0.021461859,0.05
28/9/2020,0.080511722,0.021461859,0.05
29/9/2020,0.080511722,0.021461859,0.05
30/9/2020,0.080511722,0.021461859,0.05
1/10/2020,0.080511722,0.021461859,0.05
2/10/2020,0.080511722,0.021461859,0.05
3/10/2020,0.080511722,0.021461859,0.05
4/10/2020,0.080511722,0.021461859,0.05
5/10/2020,0.080511722,0.021461859,0.05
6/10/2020,0.080511722,0.021461859,0.05
7/10/2020,0.080511722,0.021461859,0.05
8/10/2020,0.080511722,0.021461859,0.05
9/10/2020,0.080511722,0.021461859,0.05
10/10/2020,0.080511722,0.021461859,0.05
11/10/2020,0.080511722,0.021461859,0.05
12/10/2020,0.080511722,0.021461859,0.05
13/10/2020,0.080511722,0.021461859,0.05
14/10/2020,0.07723781,0.01177554,0.05
15/10/2020,0.07723781,0.01177554,0.05
16/10/2020,0.07723781,0.01177554,0.05
17/10/2020,0.07723781,0.01177554,0.05
18/10/2020,0.07723781,0.01177554,0.05
19/10/2020,0.07723781,0.01177554,0.05
20/10/2020,0.07723781,0.01177554,0.05
21/10/2020,0.07723781,0.01177554,0.05
22/10/2020,0.07723781,0.01177554,0.05
23/10/2020,0.053216615,0.015858999,0.05
24/10/2020,0.053216615,0.015858999,0.05
25/10/2020,0.053216615,0.015858999,0.05
26/10/2020,0.053216615,0.015858999,0.05
27/10/2020,0.053216615,0.015858999,0.05
28/10/2020,0.053216615,0.015858999,0.05
29/10/2020,0.053216615,0.015858999,0.05
30/10/2020,0.053216615,0.015858999,0.05
31/10/2020,0.053216615,0.015858999,0.05
